ra,ano_pesquisa,fase,turma,genero,idade,ano_ingresso,instituicao_ensino,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,nota_mat,nota_por,nota_ing,indicado_bolsa,atingiu_pv,fase_ideal,defasagem,rec_psicologia,cg,cf,ct,n_avaliacoes,destaque_ieg,destaque_ida,destaque_ipv,fase_norm,fase_ord,pedra_ord
RA-613,2022,1,M,Masculino,13.0,2020,Escola Pública,Topázio,8.121,9.0,9.2,7.5,,9.2,8.556,5.0,9.2,9.2,,True,True,Fase 3 (7º e 8º ano),-2,Não atendido,108.0,23.0,2.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,4.0
RA-614,2022,1,M,Masculino,12.0,2021,Escola Pública,Topázio,8.339,9.5,9.7,7.5,,9.6,8.278,5.0,9.8,9.3,,True,False,Fase 3 (7º e 8º ano),-2,Não atendido,55.0,8.0,1.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,4.0
RA-615,2022,1,M,Feminino,9.0,2020,Escola Pública,Topázio,8.086,9.5,9.7,7.5,,7.3,6.889,10.0,7.8,6.7,,False,False,Fase 1 (4º ano),0,Não atendido,120.0,27.0,3.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,4.0
RA-616,2022,1,M,Masculino,12.0,2019,Escola Pública,Ametista,7.303,7.4,7.4,7.5,,8.8,7.278,5.0,9.2,8.5,,False,False,Fase 3 (7º e 8º ano),-2,Não atendido,391.0,102.0,8.0,3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-617,2022,1,M,Feminino,11.0,2021,Escola Pública,Ametista,7.107,8.5,8.9,7.5,,6.3,6.778,5.0,4.5,8.0,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,453.0,115.0,10.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-618,2022,1,M,Masculino,13.0,2020,Escola Pública,Ametista,7.18,8.9,8.3,7.5,,6.7,7.333,5.0,6.8,6.5,,False,False,Fase 3 (7º e 8º ano),-2,Não atendido,438.0,112.0,9.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-619,2022,1,M,Feminino,11.0,2021,Escola Pública,Ametista,7.693,9.5,8.0,7.5,,9.0,7.333,5.0,9.2,8.8,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,236.0,62.0,5.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-620,2022,1,M,Masculino,12.0,2021,Escola Pública,Ágata,6.018,0.0,7.5,7.5,,6.8,6.833,5.0,8.5,5.0,,False,False,Fase 3 (7º e 8º ano),-2,Não atendido,726.0,173.0,11.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,2.0
RA-621,2022,1,M,Masculino,10.0,2020,Escola Pública,Ametista,7.448,9.5,7.7,7.5,,7.5,8.222,5.0,6.8,8.2,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,337.0,89.0,7.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-622,2022,1,N,Feminino,12.0,2019,Escola Pública,Quartzo,4.934,3.5,3.8,7.5,,3.8,6.0,5.0,4.8,2.7,,False,False,Fase 3 (7º e 8º ano),-2,Não atendido,828.0,190.0,10.0,3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,1.0
RA-623,2022,1,N,Masculino,13.0,2022,Escola Pública,Ametista,7.524,7.5,9.0,7.5,,8.3,7.389,5.0,9.3,7.2,,False,False,Fase 3 (7º e 8º ano),-2,Não atendido,300.0,79.0,4.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-624,2022,1,N,Masculino,10.0,2022,Escola Pública,Ametista,7.425,9.0,8.9,7.5,,6.8,7.722,5.0,8.0,5.5,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,346.0,91.0,6.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-625,2022,1,N,Masculino,11.0,2022,Escola Pública,Ametista,7.483,8.0,9.2,7.5,,7.8,7.333,5.0,8.5,7.0,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,319.0,82.0,5.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-626,2022,1,N,Masculino,11.0,2021,Escola Pública,Quartzo,5.818,7.4,7.6,7.5,,1.3,7.278,5.0,2.5,0.0,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,748.0,178.0,9.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,1.0
RA-627,2022,1,N,Feminino,10.0,2022,Escola Pública,Ágata,6.621,7.0,6.7,7.5,,6.5,7.0,5.0,6.2,6.8,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,619.0,150.0,8.0,3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,2.0
RA-628,2022,1,N,Masculino,11.0,2022,Escola Pública,Ametista,7.577,9.5,7.6,7.5,,9.2,7.333,5.0,9.3,9.0,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,282.0,76.0,3.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-629,2022,1,N,Masculino,9.0,2022,Escola Pública,Topázio,8.11,9.0,10.0,7.5,,7.0,7.278,10.0,5.0,9.0,,False,False,Fase 1 (4º ano),0,Não atendido,112.0,24.0,1.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,4.0
RA-630,2022,1,N,Masculino,9.0,2022,Escola Pública,Topázio,8.064,9.5,9.2,7.5,,7.3,7.278,10.0,6.5,8.0,,False,False,Fase 1 (4º ano),0,Não atendido,127.0,30.0,2.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,4.0
RA-631,2022,1,N,Masculino,12.0,2022,Escola Pública,Ágata,6.928,8.5,6.8,7.5,,7.0,7.222,5.0,7.3,6.7,,False,False,Fase 3 (7º e 8º ano),-2,Não atendido,515.0,133.0,7.0,3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,2.0
RA-632,2022,1,P,Feminino,10.0,2022,Escola Pública,Ágata,6.996,8.5,9.3,6.9,,6.3,6.722,5.0,5.5,7.2,,False,False,Fase 2 (5º e 6º ano),-1,Sem limitações,489.0,129.0,9.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,2.0
RA-633,2022,1,P,Feminino,11.0,2020,Escola Pública,Ametista,7.476,7.3,8.9,7.5,,7.7,7.833,5.0,6.8,8.5,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,325.0,84.0,5.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-634,2022,1,P,Feminino,11.0,2022,Escola Pública,Ametista,7.619,9.5,9.4,7.5,,6.5,8.222,5.0,8.0,5.0,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,267.0,69.0,4.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-635,2022,1,P,Masculino,10.0,2022,Escola Pública,Quartzo,5.313,10.0,4.9,6.9,,1.5,6.444,5.0,0.5,2.5,,False,False,Fase 2 (5º e 6º ano),-1,Requer avaliação,802.0,184.0,14.0,3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,1.0
RA-636,2022,1,P,Masculino,10.0,2022,Escola Pública,Ametista,7.189,8.5,8.0,6.9,,7.3,7.389,5.0,7.3,7.3,,True,False,Fase 2 (5º e 6º ano),-1,Requer avaliação,434.0,110.0,6.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-637,2022,1,P,Feminino,10.0,2021,Escola Pública,Ametista,7.039,8.5,9.0,7.5,,5.8,7.0,5.0,4.8,6.8,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,477.0,124.0,8.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-638,2022,1,P,Feminino,9.0,2020,Escola Pública,Ametista,7.059,8.5,9.3,7.5,,3.9,6.278,10.0,2.0,5.8,,False,False,Fase 1 (4º ano),0,Não atendido,467.0,120.0,7.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-639,2022,1,P,Feminino,10.0,2021,Escola Pública,Ágata,6.613,8.5,7.4,7.5,,5.5,6.611,5.0,3.2,7.8,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,622.0,151.0,12.0,3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,2.0
RA-640,2022,1,P,Feminino,11.0,2022,Escola Pública,Ágata,6.73,9.0,8.4,7.5,,4.8,6.778,5.0,2.5,7.0,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,577.0,141.0,11.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,2.0
RA-641,2022,1,P,Feminino,9.0,2022,Escola Pública,Ametista,7.776,9.0,9.3,7.5,,6.5,6.778,10.0,4.5,8.5,,False,False,Fase 1 (4º ano),0,Não atendido,210.0,53.0,2.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-642,2022,1,P,Feminino,10.0,2021,Escola Pública,Ametista,7.75,10.0,9.7,6.9,,7.3,7.778,5.0,7.0,7.7,,False,False,Fase 2 (5º e 6º ano),-1,Sem limitações,216.0,55.0,3.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-643,2022,1,P,Masculino,10.0,2022,Escola Pública,Ágata,6.763,9.0,8.0,7.5,,6.2,6.722,5.0,6.3,6.0,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,565.0,139.0,10.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,2.0
RA-644,2022,1,P,Feminino,11.0,2021,Escola Pública,Ametista,7.83,9.5,8.0,7.5,,8.8,8.278,5.0,9.7,8.0,,True,False,Fase 2 (5º e 6º ano),-1,Não atendido,195.0,45.0,1.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-645,2022,1,P,Feminino,10.0,2022,Escola Pública,Ágata,6.086,8.5,8.1,7.5,,2.0,6.833,5.0,4.0,0.0,,False,False,Fase 2 (5º e 6º ano),-1,Requer avaliação,711.0,170.0,13.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,2.0
RA-646,2022,1,R,Masculino,13.0,2019,Escola Pública,Topázio,8.181,8.5,9.8,8.1,,8.4,8.389,5.0,8.8,8.0,,True,True,Fase 3 (7º e 8º ano),-2,Não atendido,90.0,20.0,1.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,4.0
RA-647,2022,1,R,Masculino,10.0,2022,Escola Pública,Ágata,6.606,9.5,8.6,7.5,,3.3,7.278,5.0,1.5,5.2,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,624.0,152.0,12.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,2.0
RA-648,2022,1,R,Masculino,12.0,2019,Escola Pública,Ágata,6.736,9.0,7.5,6.9,,5.3,7.5,5.0,5.0,5.5,,False,False,Fase 3 (7º e 8º ano),-2,Sem limitações,574.0,140.0,10.0,3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,2.0
RA-649,2022,1,R,Feminino,12.0,2019,Escola Pública,Ametista,7.302,8.5,8.9,5.6,,7.4,7.611,5.0,6.3,8.5,,False,False,Fase 3 (7º e 8º ano),-2,Requer avaliação,393.0,103.0,8.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-650,2022,1,R,Feminino,11.0,2021,Escola Pública,Ágata,7.004,6.9,8.7,5.6,,6.9,7.5,5.0,5.5,8.3,,False,False,Fase 2 (5º e 6º ano),-1,Sem limitações,486.0,127.0,9.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,2.0
RA-651,2022,1,R,Feminino,10.0,2022,Escola Pública,Ametista,7.866,8.5,9.3,7.5,,7.8,8.333,5.0,7.7,7.8,,True,False,Fase 2 (5º e 6º ano),-1,Não atendido,180.0,40.0,5.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-652,2022,1,R,Feminino,9.0,2022,Escola Pública,Topázio,8.151,8.0,9.6,7.5,,7.8,7.5,10.0,7.0,8.5,,False,False,Fase 1 (4º ano),0,Não atendido,98.0,22.0,2.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,4.0
RA-653,2022,1,R,Feminino,11.0,2022,Escola Pública,Topázio,8.101,9.5,9.6,7.5,,9.3,7.5,5.0,9.5,9.0,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,115.0,25.0,3.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,4.0
RA-654,2022,1,R,Feminino,12.0,2022,Escola Pública,Ametista,7.308,8.5,8.6,7.5,,6.8,7.556,5.0,5.5,8.0,,False,False,Fase 3 (7º e 8º ano),-2,Não atendido,384.0,99.0,7.0,3.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-655,2022,1,R,Feminino,12.0,2019,Escola Pública,Ametista,7.785,7.5,9.2,7.5,,8.3,8.389,5.0,8.3,8.2,,True,True,Fase 3 (7º e 8º ano),-2,Não atendido,206.0,50.0,6.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-656,2022,1,R,Feminino,11.0,2020,Escola Pública,Ágata,6.652,7.4,7.5,5.6,,6.3,7.5,5.0,5.0,7.5,,False,False,Fase 2 (5º e 6º ano),-1,Requer avaliação,606.0,146.0,11.0,3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,2.0
RA-657,2022,1,R,Feminino,12.0,2021,Escola Pública,Topázio,8.093,9.5,9.8,7.5,,9.0,7.5,5.0,9.0,9.0,,False,False,Fase 3 (7º e 8º ano),-2,Não atendido,117.0,26.0,4.0,3.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,4.0
RA-658,2022,1,U,Feminino,10.0,2022,Escola Pública,Ametista,7.407,10.0,9.3,7.5,,5.6,7.917,5.0,4.7,6.5,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,357.0,93.0,7.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-659,2022,1,U,Feminino,10.0,2022,Escola Pública,Ametista,7.783,8.0,7.8,7.5,,9.3,8.333,5.0,9.5,9.0,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,208.0,51.0,3.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-660,2022,1,U,Feminino,9.0,2021,Escola Pública,Topázio,8.363,9.5,9.0,7.5,,6.9,9.083,10.0,5.8,8.0,,False,True,Fase 1 (4º ano),0,Não atendido,50.0,7.0,1.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,4.0
RA-661,2022,1,U,Masculino,11.0,2022,Escola Pública,Ametista,7.593,9.0,8.3,7.5,,7.8,7.917,5.0,8.3,7.3,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,274.0,72.0,4.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-662,2022,1,U,Feminino,11.0,2022,Escola Pública,Ametista,7.044,9.0,8.8,7.5,,6.8,6.083,5.0,5.7,7.8,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,473.0,122.0,9.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-663,2022,1,U,Masculino,10.0,2022,Escola Pública,Ágata,6.376,6.9,8.7,7.5,,5.8,5.25,5.0,5.0,6.5,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,665.0,161.0,11.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,2.0
RA-664,2022,1,U,Feminino,10.0,2022,Escola Pública,Ametista,7.277,9.5,8.8,7.5,,6.3,7.167,5.0,5.0,7.5,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,405.0,105.0,8.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,3.0
RA-665,2022,1,U,Feminino,11.0,2022,Escola Pública,Ágata,6.996,9.0,7.4,7.5,,6.8,7.25,5.0,6.5,7.0,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,488.0,128.0,10.0,2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,2.0
RA-666,2022,1,U,Masculino,10.0,2022,Escola Pública,Ametista,7.929,9.5,9.1,7.5,,7.8,8.833,5.0,8.0,7.5,,False,True,Fase 2 (5º e 6º ano),-1,Não atendido,160.0,39.0,2.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-667,2022,1,U,Masculino,11.0,2021,Escola Pública,Quartzo,5.844,8.5,5.6,7.5,,4.5,5.833,5.0,3.7,5.3,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,747.0,177.0,12.0,2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,1.0
RA-668,2022,1,U,Masculino,11.0,2022,Escola Pública,Quartzo,4.365,6.9,3.3,7.5,,2.8,3.75,5.0,2.8,2.8,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,845.0,192.0,13.0,2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1,1.0,1.0
RA-669,2022,1,U,Masculino,11.0,2022,Escola Pública,Ametista,7.475,9.0,9.7,7.5,,6.0,7.833,5.0,5.0,7.0,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,326.0,85.0,5.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-670,2022,1,U,Feminino,10.0,2022,Escola Pública,Ametista,7.451,8.0,8.8,7.5,,6.9,8.167,5.0,6.5,7.3,,False,False,Fase 2 (5º e 6º ano),-1,Não atendido,335.0,88.0,6.0,2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1,1.0,3.0
RA-671,2022,0,A,Masculino,9.0,2021,Escola Pública,Ametista,7.617,8.5,8.2,8.1,,8.8,7.417,5.0,8.8,8.8,,False,False,Fase 1 (4º ano),-1,Sem limitações,269.0,75.0,4.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,0.0,3.0
RA-672,2022,0,A,Feminino,9.0,2021,Escola Pública,Ametista,7.48,8.5,8.5,8.1,,8.8,6.75,5.0,8.5,9.1,,False,False,Fase 1 (4º ano),-1,Não atendido,323.0,96.0,6.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,0.0,3.0
RA-673,2022,0,A,Feminino,8.0,2022,Escola Pública,Topázio,8.65,8.5,9.2,8.1,,9.2,8.583,10.0,9.4,8.9,,True,True,ALFA  (2º e 3º ano),0,Não atendido,21.0,2.0,1.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0,0.0,4.0
RA-674,2022,0,A,Masculino,8.0,2022,Escola Pública,Ametista,7.862,9.5,8.7,8.1,,8.0,6.333,10.0,8.9,7.0,,False,False,ALFA  (2º e 3º ano),0,Sem limitações,181.0,50.0,3.0,2.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,0.0,3.0
RA-675,2022,0,A,Masculino,8.0,2022,Escola Pública,Ametista,7.576,10.0,6.6,8.1,,7.4,7.083,10.0,8.8,5.9,,True,False,ALFA  (2º e 3º ano),0,Não atendido,284.0,79.0,5.0,2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,0.0,3.0
